time,x,y,yaw,vel_x,yaw_vel,ob_x,ob_y,path x,path y
4.059695005,-0.003509063,-0.000810867,23.86315784,0,0.2,,,2.2,5.2
4.102603912,-0.003563918,-0.000837164,24.2440091,0,0.2,,,,
4.163359642,-0.003618594,-0.000863823,24.62483135,0,0.2,,,2.4,5.4
4.216590166,-0.003729037,-0.00091905,25.39790991,0,0.2,,,,
4.268525839,-0.003838692,-0.00097574,26.17081839,0,0.2,,,2.6,5.6
4.338230133,-0.003892403,-0.001004193,26.55143262,0,0.2,,,,
4.388816357,-0.003945913,-0.001032995,26.93199371,0,0.2,,,2.8,5.8
4.464350462,-0.004106802,-0.001122374,28.08484574,0,0.2,,,,
4.532503843,-0.004161063,-0.001153475,28.47667625,0,0.2,,,3,6
4.590612888,-0.004213509,-0.001184002,28.85690732,0,0.2,,,,
4.666371584,-0.004319298,-0.00124689,29.62866701,0,0.2,,,3.2,6.2
4.717338562,-0.004371036,-0.001278337,30.00866214,0,0.2,,,,
4.763614178,-0.004475318,-0.00134314,30.77988787,0,0.2,,,3.4,6.4
4.837569952,-0.004577029,-0.001408198,31.53919879,0,0.2,,,,
4.894087553,-0.004629022,-0.001442174,31.93018636,0,0.2,,,3.6,6.6
4.993764877,-0.004729161,-0.00150906,32.68877786,0,0.2,,,,
5.041665792,-0.004780353,-0.001543978,33.07933676,0,0.2,,,3.8,6.8
5.102747202,-0.004829793,-0.001578164,33.45822766,0,0.2,,,,
5.173635483,-0.004879003,-0.001612652,33.83689613,0,0.2,,,4,7
5.234257221,-0.005027595,-0.001719479,34.98150201,0,0.2,,,,
5.296179533,-0.005084404,-0.001760007,35.36310172,0,0.2,,,3.8,7.2
5.351776838,-0.005157231,-0.001801122,35.72014661,0,0.2,,,,
5.408134699,-0.005419609,-0.001854766,36.37179008,0,0.2,,,3.6,7.4
5.456797123,-0.005823643,-0.00178527,36.87928496,0,0.2,,,,
5.521308184,-0.006010027,-0.001663762,37.10321929,0,0.2,,,3.4,7.6
5.584541559,-0.006341915,-0.001343571,37.49987003,0,0.2,,,,
5.648058891,-0.006516875,-0.001175869,37.70790673,0,0.2,,,3.2,7.8
5.703153133,-0.006691282,-0.001010117,37.91457017,0,0.2,,,,
5.744173527,-0.007068274,-0.000680332,38.36592413,0,0.2,,,3,8
